Response ID,What year were you born?,What is your gender?,Which of the following best describes your industry?,Which of the following best describes your industry? (Detailed),Which of the following best describes your current occupation?,Which of the following best describes your current occupation? (Detailed),How many people are currently employed by your organisation?,Do you manage people as part of your current occupation?,Which of the following best describes your household?,How long have you been in your current job?,Metro / Regional,"Thinking about your current job, how much of your time did you spend remote working last year?","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - My organisation encouraged people to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - My organisation was well prepared for me to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - It was common for people in my organisation to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - It was easy to get permission to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others",How much of your time would you have preferred to work remotely last year?,"Thinking about your current job, how much of your time did you spend remote working in the last 3 months?","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - My organisation encouraged people to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - My organisation was well prepared for me to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - It was common for people in my organisation to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - It was easy to get permission to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others",How much of your time would you have preferred to work remotely in the last 3 months?,"Imagine that COVID-19 is cured or eradicated. Going forward, how much of your time would you prefer to work remotely?",Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - My employer would encourage more remote working,Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - My employer would make changes to support remote working,Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - I would have more choice about whether I work remotely,"This question is about your productivity. Productivity means what you produce for each hour that you work. It includes the amount of work you achieve each hour, and the quality of your work each hour.  
Please compare your productivity when you work remotely to when you work at your employer痴 workplace.  
Roughly how productive are you, each hour, when you work remotely?","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Working","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Personal and family time","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Caring and domestic responsibilities","On a day when you do remote work, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you do remote work, how many hours would you spend doing the following activities? - Working","On a day when you do remote work, how many hours would you spend doing the following activities? - Personal and family time","On a day when you do remote work, how many hours would you spend doing the following activities? - Caring and domestic responsibilities","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing ; My daily expenses ; My personal relationships ; My job satisfaction
91,1974,Male,Education and Training,"Adult, Community and Other Education",Sales ,Sales Representatives and Agents,Between 5 and 19,Yes,Couple with dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,100% - All of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,100% - All of my time,100% - All of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,My productivity is about same when I work remotely,1,1,1,1,1,1,1,1,"IT equipment (computer, printer, etc.)",Connectivity (internet connection),Lack of motivation,Lack of motivation,Feeling left out and/or isolated,Poor management,Management discourages remote working,Lack of remote working skills,Lack of motivation,"IT equipment (computer, printer, etc.)",Difficulty collaborating remotely,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","IT equipment (computer, printer, etc.)",Caring responsibilities,Management discourages remote working,Cyber security,Cyber security,Lack of motivation,Lack of motivation,I have tasks that can't be done remotely,My on-the-job learning opportunities,Preparing for work and commuting,Preparing for work and commuting,My mental wellbeing,Managing my family responsibilities,My personal relationships,My work-life balance,Managing my personal commitments,My job satisfaction,My work-life balance,My personal relationships,Managing my personal commitments
92,1960,Male,"Transport, Postal and Warehousing",Transport Support Services,Professionals,Education Professionals,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,Less than 10% of my time,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,50% - About half of my time,20%,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,50% - About half of my time,50% - About half of my time,Somewhat agree,Somewhat agree,Somewhat agree,I知 50% more productive when working remotely (or more),3,8,2,1,0,9,4,3,Feeling left out and/or isolated,Caring responsibilities,Feeling left out and/or isolated,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Connectivity (internet connection),Lack of remote working skills,Management discourages remote working,Cyber security,Lack of motivation,My organisation's software and systems,Difficulty collaborating remotely,Lack of remote working skills,Caring responsibilities,Management discourages remote working,Lack of motivation,Lack of motivation,Management discourages remote working,Management discourages remote working,I have tasks that can't be done remotely,My on-the-job learning opportunities,Preparing for work and commuting,My mental wellbeing,Preparing for work and commuting,My job satisfaction,Preparing for work and commuting,My mental wellbeing,My on-the-job learning opportunities,My job satisfaction,My on-the-job learning opportunities,My job satisfaction,My mental wellbeing
93,1963,Male,Financial and Insurance Services,Finance,Managers,"Chief Executives, General Managers and Legislators",Between 1 and 4,No,Couple with no dependent children,Between 1 and 5 years,Metro,10%,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,10%,20%,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,20%,20%,Strongly disagree,Somewhat disagree,Neither agree nor disagree,I知 20% less productive when working remotely,1.5,8,4,1,0.5,8,4,1,"IT equipment (computer, printer, etc.)",Caring responsibilities,Lack of motivation,Cyber security,My organisation's software and systems,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Management discourages remote working,Feeling left out and/or isolated,Lack of motivation,Cyber security,"IT equipment (computer, printer, etc.)",Caring responsibilities,"IT equipment (computer, printer, etc.)",Caring responsibilities,Difficulty collaborating remotely,Cyber security,Lack of motivation,Cyber security,Cyber security,Lack of remote working skills,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,My work-life balance,My on-the-job learning opportunities,My work-life balance,My on-the-job learning opportunities,My daily expenses,My personal relationships
94,1986,Female,Retail Trade,Non-Store Retailing and Retail Commission-Based Buying and/or Selling,Sales ,Sales Assistants and Salespersons,Between 20 and 199,No,Other one family household,Between 6 and 12 months,Metro,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,50% - About half of my time,80%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,80%,50% - About half of my time,Somewhat agree,Strongly agree,Somewhat agree,My productivity is about same when I work remotely,3,7.5,3,3,0.5,7.5,5,6,"IT equipment (computer, printer, etc.)",Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,"My living situation (e.g. location, home size, who I live with)",Difficulty collaborating remotely,Cyber security,I have tasks that can't be done remotely,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Lack of remote working skills,"My living situation (e.g. location, home size, who I live with)",Management discourages remote working,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",My organisation's software and systems,"My living situation (e.g. location, home size, who I live with)",Lack of motivation,"My living situation (e.g. location, home size, who I live with)",My work-life balance,My on-the-job learning opportunities,Preparing for work and commuting,My opportunities to socialise,My daily expenses,My working relationships,My mental wellbeing,My on-the-job learning opportunities,My daily expenses,My on-the-job learning opportunities,My daily expenses,My opportunities to socialise
95,2000,Male,Education and Training,Preschool and School Education,Professionals,Education Professionals,Between 20 and 199,No,Group household,Between 6 and 12 months,Metro,Rarely or never ,NA,NA,NA,NA,NA,NA,I would not have preferred to work remotely ,20%,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,50% - About half of my time,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I知 30% less productive when working remotely,1,6,0,0,0,0,0,0,Poor management,Connectivity (internet connection),Lack of motivation,Connectivity (internet connection),Poor management,My organisation's software and systems,Lack of remote working skills,Management discourages remote working,Lack of motivation,Lack of motivation,My organisation's software and systems,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Difficulty collaborating remotely,"My living situation (e.g. location, home size, who I live with)",Difficulty collaborating remotely,Lack of motivation,Lack of motivation,Lack of motivation,Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,My work-life balance,My opportunities to socialise,My work-life balance,My personal relationships,My daily expenses,My mental wellbeing
96,1971,Male,Wholesale Trade,Other Goods Wholesaling,Sales ,Sales Representatives and Agents,Between 5 and 19,No,Couple with dependent children,Between 1 and 5 years,Regional,50% - I spent about half of my time remote working,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,20%,50% - I spent about half of my time remote working,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,50% - About half of my time,50% - About half of my time,Somewhat agree,Neither agree nor disagree,Somewhat agree,I知 10% more productive when working remotely,2.5,8,4,2,0,8,8,2,Connectivity (internet connection),Feeling left out and/or isolated,Connectivity (internet connection),Lack of motivation,My organisation's software and systems,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Connectivity (internet connection),"My living situation (e.g. location, home size, who I live with)",Caring responsibilities,Difficulty collaborating remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Caring responsibilities,Difficulty collaborating remotely,Lack of remote working skills,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",I have tasks that can't be done remotely,Lack of motivation,Cyber security,"My living situation (e.g. location, home size, who I live with)",Preparing for work and commuting,My working relationships,Preparing for work and commuting,Managing my family responsibilities,My personal relationships,My working relationships,My work-life balance,Managing my personal commitments,My work-life balance,My on-the-job learning opportunities,My job satisfaction,My opportunities to socialise
97,1970,Female,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Professionals,ICT Professionals,Between 20 and 199,No,Single person,Between 6 and 12 months,Metro,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Strongly agree,Somewhat agree,Somewhat agree,I知 10% more productive when working remotely,1,8,4,1,0,10,2,1,Poor management,Difficulty collaborating remotely,Cyber security,Lack of motivation,My organisation's software and systems,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Poor management,Management discourages remote working,Cyber security,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,"IT equipment (computer, printer, etc.)",Lack of motivation,Cyber security,Lack of motivation,Cyber security,Management discourages remote working,My work-life balance,The number of hours  I work,My mental wellbeing,Managing my family responsibilities,Preparing for work and commuting,My daily expenses,My work-life balance,My on-the-job learning opportunities,My work-life balance,My on-the-job learning opportunities,My mental wellbeing,My job satisfaction
98,1964,Male,Retail Trade,Food Retailing,Professionals,Education Professionals,More than 200,No,Single person,More than 5 years,Metro,Rarely or never ,NA,NA,NA,NA,NA,NA,I would not have preferred to work remotely ,80%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,10%,20%,Strongly agree,Strongly agree,Strongly agree,I知 10% less productive when working remotely,1,9,5,2,0.25,9,4,2,Feeling left out and/or isolated,Caring responsibilities,Lack of motivation,Cyber security,Feeling left out and/or isolated,My organisation's software and systems,Feeling left out and/or isolated,"My living situation (e.g. location, home size, who I live with)",Lack of motivation,Caring responsibilities,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","IT equipment (computer, printer, etc.)",Difficulty collaborating remotely,Management discourages remote working,Caring responsibilities,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Lack of motivation,Lack of motivation,"My living situation (e.g. location, home size, who I live with)",Management discourages remote working,Preparing for work and commuting,My on-the-job learning opportunities,Preparing for work and commuting,My opportunities to socialise,Preparing for work and commuting,My job satisfaction,Managing my personal commitments,My opportunities to socialise,The number of hours  I work,My job satisfaction,My job satisfaction,My mental wellbeing
99,1960,Female,Health Care and Social Assistance,Medical and Other Health Care Services,Clerical and administrative ,Personal Assistants and Secretaries,Between 1 and 4,Yes,Multiple family household,More than 5 years,Metro,Less than 10% of my time,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,10%,20%,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,20%,10%,Somewhat disagree,Somewhat disagree,Somewhat disagree,My productivity is about same when I work remotely,1.5,9,5,2,0,9,5,2,"IT equipment (computer, printer, etc.)",Difficulty collaborating remotely,Connectivity (internet connection),Lack of motivation,I have tasks that can't be done remotely,Feeling left out and/or isolated,Management discourages remote working,Feeling left out and/or isolated,"IT equipment (computer, printer, etc.)",Caring responsibilities,I have tasks that can't be done remotely,Caring responsibilities,"IT equipment (computer, printer, etc.)",Caring responsibilities,Management discourages remote working,Lack of motivation,I have tasks that can't be done remotely,Lack of motivation,Lack of motivation,"My living situation (e.g. location, home size, who I live with)",Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,My work-life balance,My opportunities to socialise,My work-life balance,My job satisfaction,Managing my personal commitments,My opportunities to socialise
100,1962,Male,Financial and Insurance Services,Insurance and Superannuation Funds,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Single person,More than 5 years,Metro,Less than 10% of my time,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,50% - About half of my time,90%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,90%,90%,Somewhat agree,Somewhat agree,Somewhat agree,I知 20% more productive when working remotely,2,8,4,0,0.5,8,4,0,Difficulty collaborating remotely,Poor management,Connectivity (internet connection),Feeling left out and/or isolated,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",I have tasks that can't be done remotely,Feeling left out and/or isolated,Lack of remote working skills,Difficulty collaborating remotely,Lack of motivation,Difficulty collaborating remotely,"IT equipment (computer, printer, etc.)",Difficulty collaborating remotely,"My living situation (e.g. location, home size, who I live with)","My living situation (e.g. location, home size, who I live with)",Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Lack of motivation,Lack of motivation,Lack of remote working skills,Managing my family responsibilities,My working relationships,Preparing for work and commuting,My opportunities to socialise,Preparing for work and commuting,My working relationships,Managing my personal commitments,My opportunities to socialise,My personal relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing
101,1974,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,Health Professionals,Between 20 and 199,No,Couple with dependent children,Between 6 and 12 months,Metro,30%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,20%,20%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,20%,40%,Somewhat agree,Neither agree nor disagree,Somewhat agree,I知 50% more productive when working remotely (or more),2,4,2,3,0.5,7,3,3,Connectivity (internet connection),Difficulty collaborating remotely,Connectivity (internet connection),Poor management,I have tasks that can't be done remotely,Poor management,Connectivity (internet connection),Feeling left out and/or isolated,Caring responsibilities,Difficulty collaborating remotely,I have tasks that can't be done remotely,Caring responsibilities,Caring responsibilities,Lack of remote working skills,"My living situation (e.g. location, home size, who I live with)",My organisation's software and systems,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Management discourages remote working,"My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely,Preparing for work and commuting,My working relationships,Managing my family responsibilities,Managing my personal commitments,Managing my family responsibilities,My daily expenses,My opportunities to socialise,Managing my personal commitments,The number of hours  I work,My work-life balance,My job satisfaction,My opportunities to socialise
102,1959,Male,Arts and Recreation Services,Creative and Performing Arts Activities,Professionals,Arts and Media Professionals,Between 1 and 4,Yes,Couple with no dependent children,More than 5 years,Metro,60%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Somewhat agree,Strongly agree,Strongly agree,I知 50% more productive when working remotely (or more),1,8,4,2,0,6,6,2,Feeling left out and/or isolated,Caring responsibilities,Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Feeling left out and/or isolated,"My living situation (e.g. location, home size, who I live with)",Caring responsibilities,"IT equipment (computer, printer, etc.)",Caring responsibilities,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Caring responsibilities,"My living situation (e.g. location, home size, who I live with)","IT equipment (computer, printer, etc.)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Cyber security,"My living situation (e.g. location, home size, who I live with)",Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",My work-life balance,The number of hours  I work,Managing my personal commitments,My mental wellbeing,My daily expenses,Managing my family responsibilities,My work-life balance,The number of hours  I work,My work-life balance,The number of hours  I work,My daily expenses,My mental wellbeing
103,1955,Male,Public Administration and Safety,"Public Order, Safety and Regulatory Services",Clerical and administrative ,Other Clerical and Administrative ,More than 200,No,Other one family household,More than 5 years,Metro,10%,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,40%,10%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,50% - About half of my time,80%,Strongly agree,Strongly agree,Strongly agree,I知 50% more productive when working remotely (or more),1,5,18,0,2,8,14,0,Connectivity (internet connection),"IT equipment (computer, printer, etc.)",Connectivity (internet connection),Feeling left out and/or isolated,Connectivity (internet connection),I have tasks that can't be done remotely,Connectivity (internet connection),Management discourages remote working,"IT equipment (computer, printer, etc.)",Cyber security,"IT equipment (computer, printer, etc.)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","IT equipment (computer, printer, etc.)",Caring responsibilities,Caring responsibilities,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",I have tasks that can't be done remotely,Lack of motivation,Management discourages remote working,"My living situation (e.g. location, home size, who I live with)",Preparing for work and commuting,My working relationships,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My job satisfaction,My work-life balance,The number of hours  I work,My work-life balance,The number of hours  I work,My mental wellbeing,Managing my personal commitments
104,1960,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro,90%,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,90%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,80%,Somewhat disagree,Strongly agree,Somewhat agree,I知 20% more productive when working remotely,2,7,4,1,0,7,5.5,1.5,Difficulty collaborating remotely,Caring responsibilities,Feeling left out and/or isolated,Poor management,Feeling left out and/or isolated,Poor management,Feeling left out and/or isolated,Poor management,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,Caring responsibilities,Caring responsibilities,My organisation's software and systems,Lack of motivation,"My living situation (e.g. location, home size, who I live with)",Management discourages remote working,"My living situation (e.g. location, home size, who I live with)",Preparing for work and commuting,My work-life balance,Preparing for work and commuting,My opportunities to socialise,Preparing for work and commuting,My job satisfaction,My work-life balance,My opportunities to socialise,My work-life balance,My job satisfaction,My daily expenses,My opportunities to socialise
105,1961,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Couple with dependent children,More than 5 years,Metro,Less than 10% of my time,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,20%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,80%,20%,Somewhat disagree,Neither agree nor disagree,Somewhat agree,My productivity is about same when I work remotely,2,6,1,1,0.5,7,2,2,Feeling left out and/or isolated,"IT equipment (computer, printer, etc.)",Feeling left out and/or isolated,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",My organisation's software and systems,Feeling left out and/or isolated,Management discourages remote working,Difficulty collaborating remotely,"IT equipment (computer, printer, etc.)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)","IT equipment (computer, printer, etc.)",Difficulty collaborating remotely,Management discourages remote working,"My living situation (e.g. location, home size, who I live with)",My organisation's software and systems,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Management discourages remote working,Lack of motivation,Management discourages remote working,My work-life balance,My working relationships,Managing my personal commitments,My opportunities to socialise,Managing my family responsibilities,My working relationships,My work-life balance,My opportunities to socialise,My work-life balance,The number of hours  I work,Managing my personal commitments,My opportunities to socialise
